id_a,character_a,id_b,character_b,similarity,collision_risk,recommended_fix
godie-hblm,慈悲的王者－賈修貝爾,godie-nplh,麻倉葉,0.0900,acceptable,
godie-edem,宇智波佐助,godie-h020,莉娜因巴斯,0.0899,acceptable,
godie-hpb1,蒼月潮,godie-ubal,巴恩大魔王,0.0898,acceptable,
godie-e001,龍宮禮奈,godie-h02r,妙蛙花,0.0897,acceptable,
godie-h02k,熊貓,godie-hblm,慈悲的王者－賈修貝爾,0.0897,acceptable,
community-review-14-20260907,殺老師,godie-ubal,巴恩大魔王,0.0893,acceptable,
godie-o00l,傑洛士,godie-u010,飛影,0.0893,acceptable,
community-review-08-20260907,米卡莎,community-review-27-20260907,庫洛魔法使,0.0891,acceptable,
community-review-23-20260907,坂田銀時,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0891,acceptable,
community-review-33-20260907,近衛刀太,godie-e007,天地志狼,0.0891,acceptable,
b2-kumoko,蜘蛛子,godie-h01n,黑崎一護,0.0889,acceptable,
community-review-37-20260907,吉伊卡哇,godie-u00h,鬼畜狂刀KYO,0.0889,acceptable,
godie-hart,克勞德,godie-o02p,初音,0.0889,acceptable,
community-review-23-20260907,坂田銀時,godie-udea,飛鼠先生,0.0888,acceptable,
community-review-27-20260907,庫洛魔法使,godie-hpb1,蒼月潮,0.0888,acceptable,
godie-osam,殺生丸,godie-u00n,蒙其.D.魯夫,0.0888,acceptable,
b2-goblin,哥布林殺手,godie-h02u,草泥馬,0.0887,acceptable,
b2-maple,梅普露,godie-hpb1,蒼月潮,0.0887,acceptable,
b2-orphen,歐菲,community-review-30-20260907,尼古貓貓,0.0887,acceptable,
community-review-19-20260907,桐谷和人,godie-h020,莉娜因巴斯,0.0884,acceptable,
godie-e002,Saber,godie-e007,天地志狼,0.0884,acceptable,
godie-e00w,櫻綻剎那,godie-h01n,黑崎一護,0.0884,acceptable,
community-review-03-20260907,不知火舞,community-review-22-20260907,菜月昴,0.0883,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-ofar,皮卡丘,0.0883,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-hapm,Berserker,0.0882,acceptable,
b2-sinbad,辛巴達,godie-h02k,熊貓,0.0882,acceptable,
community-review-04-20260907,空條承太郎,godie-u00n,蒙其.D.魯夫,0.0882,acceptable,
godie-e001,龍宮禮奈,godie-u01u,索隆,0.0882,acceptable,
godie-o00l,傑洛士,godie-ogld,黑人牙膏,0.0882,acceptable,
b2-boxxo,阿箱＋拉蜜絲,community-review-04-20260907,空條承太郎,0.0881,acceptable,
community-review-22-20260907,菜月昴,godie-hapm,Berserker,0.0881,acceptable,
godie-n003,依文潔琳,godie-u00v,基廉列克,0.0881,acceptable,
godie-ogld,黑人牙膏,godie-u00k,死之王,0.0880,acceptable,
b2-uncle,異世界舅舅,godie-orkn,臭作,0.0879,acceptable,
community-review-03-20260907,不知火舞,godie-u01u,索隆,0.0879,acceptable,
community-review-13-20260907,朝田詩乃,godie-u010,飛影,0.0879,acceptable,
b2-haga,羽賀,community-review-37-20260907,吉伊卡哇,0.0878,acceptable,
godie-e008,夏娜,godie-hart,克勞德,0.0878,acceptable,
community-review-14-20260907,殺老師,godie-osam,殺生丸,0.0877,acceptable,
b2-rin,遠坂凜,community-review-01-20260907,武藤遊戲,0.0876,acceptable,
community-review-33-20260907,近衛刀太,community-review-37-20260907,吉伊卡哇,0.0876,acceptable,
b2-haga,羽賀,godie-o00k,皮卡娘,0.0873,acceptable,
community-review-25-20260907,一拳超人,godie-huth,魔人普烏,0.0872,acceptable,
godie-n00b,哆拉A夢,godie-u00j,賽菲洛斯,0.0870,acceptable,
b2-orphen,歐菲,b2-zenitsu,我妻善逸,0.0868,acceptable,
community-review-24-20260907,奇犽,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0868,acceptable,
community-review-25-20260907,一拳超人,godie-emns,夜神月,0.0868,acceptable,
b2-popp,何布,godie-o00k,皮卡娘,0.0866,acceptable,
community-review-08-20260907,米卡莎,godie-u01u,索隆,0.0866,acceptable,
godie-etyr,木乃香,godie-hvwd,桔梗,0.0865,acceptable,
community-review-25-20260907,一拳超人,godie-h00l,林克,0.0863,acceptable,
community-review-32-20260907,阿薩謝爾,godie-hart,克勞德,0.0861,acceptable,
godie-orkn,臭作,godie-udea,飛鼠先生,0.0861,acceptable,
community-review-03-20260907,不知火舞,godie-e00r,初號機,0.0860,acceptable,
community-review-08-20260907,米卡莎,godie-e001,龍宮禮奈,0.0860,acceptable,
godie-h02u,草泥馬,godie-hart,克勞德,0.0860,acceptable,
community-review-23-20260907,坂田銀時,godie-h02r,妙蛙花,0.0859,acceptable,
b2-maple,梅普露,godie-orkn,臭作,0.0858,acceptable,
community-review-27-20260907,庫洛魔法使,godie-hpal,藤井八雲,0.0858,acceptable,
godie-h02k,熊貓,godie-hvsh,Rider,0.0858,acceptable,
godie-h01n,黑崎一護,godie-n00b,哆拉A夢,0.0857,acceptable,
godie-o02p,初音,godie-u01u,索隆,0.0857,acceptable,
b2-matthias,馬提亞斯,b2-popp,何布,0.0856,acceptable,
b2-takopi,章魚嗶,godie-o00k,皮卡娘,0.0856,acceptable,
b2-zenitsu,我妻善逸,godie-h02u,草泥馬,0.0856,acceptable,
godie-h00l,林克,godie-hart,克勞德,0.0855,acceptable,
community-review-02-20260907,八神庵,godie-e00r,初號機,0.0854,acceptable,
b2-zenitsu,我妻善逸,community-review-27-20260907,庫洛魔法使,0.0853,acceptable,
godie-nplh,麻倉葉,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0853,acceptable,
community-review-24-20260907,奇犽,godie-e00w,櫻綻剎那,0.0852,acceptable,
b2-touka,托卡・史考特,community-review-37-20260907,吉伊卡哇,0.0851,acceptable,
community-review-30-20260907,尼古貓貓,godie-e007,天地志狼,0.0851,acceptable,
godie-h02k,熊貓,godie-o02p,初音,0.0851,acceptable,
godie-nplh,麻倉葉,godie-ubal,巴恩大魔王,0.0851,acceptable,
community-review-19-20260907,桐谷和人,godie-e001,龍宮禮奈,0.0850,acceptable,
community-review-34-20260907,高速婆婆,godie-o00l,傑洛士,0.0850,acceptable,
community-review-18-20260907,吉爾伽美什,community-review-34-20260907,高速婆婆,0.0849,acceptable,
godie-emns,夜神月,godie-o00l,傑洛士,0.0849,acceptable,
b2-touka,托卡・史考特,godie-orkn,臭作,0.0845,acceptable,
community-review-02-20260907,八神庵,community-review-08-20260907,米卡莎,0.0845,acceptable,
godie-h02u,草泥馬,godie-o00l,傑洛士,0.0844,acceptable,
b2-elma,艾爾瑪,godie-etyr,木乃香,0.0843,acceptable,
b2-sinbad,辛巴達,godie-u00l,拳四郎,0.0843,acceptable,
community-review-14-20260907,殺老師,godie-n00b,哆拉A夢,0.0843,acceptable,
godie-efur,揍敵客大家長－揍敵客桀諾,godie-h020,莉娜因巴斯,0.0843,acceptable,
community-review-04-20260907,空條承太郎,godie-edem,宇智波佐助,0.0842,acceptable,
b2-guts,凱茲,b2-haga,羽賀,0.0841,acceptable,
community-review-32-20260907,阿薩謝爾,godie-hvwd,桔梗,0.0841,acceptable,
godie-emfr,涅吉,godie-u01u,索隆,0.0841,acceptable,
b2-rem,蕾姆,godie-h02r,妙蛙花,0.0839,acceptable,
community-review-18-20260907,吉爾伽美什,godie-ubal,巴恩大魔王,0.0839,acceptable,
godie-e00r,初號機,godie-u00l,拳四郎,0.0839,acceptable,
godie-u01u,索隆,godie-udea,飛鼠先生,0.0839,acceptable,
b2-goblin,哥布林殺手,godie-udea,飛鼠先生,0.0838,acceptable,
community-review-22-20260907,菜月昴,godie-huth,魔人普烏,0.0838,acceptable,
b2-kumoko,蜘蛛子,community-review-22-20260907,菜月昴,0.0836,acceptable,
community-review-33-20260907,近衛刀太,godie-u010,飛影,0.0836,acceptable,
b2-haga,羽賀,b2-rem,蕾姆,0.0835,acceptable,
b2-kumoko,蜘蛛子,community-review-08-20260907,米卡莎,0.0835,acceptable,
b2-orphen,歐菲,godie-etyr,木乃香,0.0835,acceptable,
godie-e001,龍宮禮奈,godie-hpal,藤井八雲,0.0832,acceptable,
godie-h020,莉娜因巴斯,godie-ogld,黑人牙膏,0.0832,acceptable,
b2-elma,艾爾瑪,godie-hapm,Berserker,0.0829,acceptable,
godie-etyr,木乃香,godie-u00j,賽菲洛斯,0.0829,acceptable,
godie-n00p,南野秀一,godie-nplh,麻倉葉,0.0829,acceptable,
b2-nube,鵺野鳴介,community-review-02-20260907,八神庵,0.0827,acceptable,
b2-haga,羽賀,community-review-16-20260907,魔法少女☆伊莉雅,0.0826,acceptable,
community-review-32-20260907,阿薩謝爾,godie-hvsh,Rider,0.0826,acceptable,
b2-bojji,波吉,godie-emns,夜神月,0.0825,acceptable,
godie-e001,龍宮禮奈,godie-hart,克勞德,0.0824,acceptable,
community-review-02-20260907,八神庵,godie-u00v,基廉列克,0.0823,acceptable,
community-review-15-20260907,比利海靈頓,godie-n00p,南野秀一,0.0823,acceptable,
b2-nube,鵺野鳴介,godie-orkn,臭作,0.0822,acceptable,
godie-e001,龍宮禮奈,godie-u010,飛影,0.0822,acceptable,
godie-etyr,木乃香,godie-n00p,南野秀一,0.0822,acceptable,
godie-n00p,南野秀一,godie-o00x,悟空,0.0821,acceptable,
b2-takopi,章魚嗶,community-review-02-20260907,八神庵,0.0820,acceptable,
godie-e007,天地志狼,godie-hart,克勞德,0.0820,acceptable,
b2-matthias,馬提亞斯,community-review-37-20260907,吉伊卡哇,0.0819,acceptable,
godie-n003,依文潔琳,godie-u01u,索隆,0.0819,acceptable,
b2-goblin,哥布林殺手,community-review-37-20260907,吉伊卡哇,0.0818,acceptable,
b2-uncle,異世界舅舅,godie-hapm,Berserker,0.0818,acceptable,
b2-luckyman,幸運超人,b2-matthias,馬提亞斯,0.0817,acceptable,
community-review-13-20260907,朝田詩乃,godie-osam,殺生丸,0.0817,acceptable,
community-review-19-20260907,桐谷和人,godie-u00n,蒙其.D.魯夫,0.0817,acceptable,
godie-e00r,初號機,godie-h020,莉娜因巴斯,0.0817,acceptable,
b2-kumoko,蜘蛛子,godie-o00l,傑洛士,0.0816,acceptable,
b2-rem,蕾姆,godie-hapm,Berserker,0.0816,acceptable,
godie-e00r,初號機,godie-nplh,麻倉葉,0.0816,acceptable,
godie-o00x,悟空,godie-orkn,臭作,0.0816,acceptable,
b2-guts,凱茲,b2-maple,梅普露,0.0815,acceptable,
b2-takopi,章魚嗶,community-review-03-20260907,不知火舞,0.0815,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-n00p,南野秀一,0.0815,acceptable,
community-review-23-20260907,坂田銀時,godie-n003,依文潔琳,0.0814,acceptable,
community-review-32-20260907,阿薩謝爾,godie-o02p,初音,0.0814,acceptable,
godie-huth,魔人普烏,godie-osam,殺生丸,0.0814,acceptable,
b2-luckyman,幸運超人,godie-o00k,皮卡娘,0.0812,acceptable,
community-review-05-20260907,洛克人,community-review-25-20260907,一拳超人,0.0812,acceptable,
godie-e00k,安云,godie-h02r,妙蛙花,0.0811,acceptable,
b2-elma,艾爾瑪,godie-hpal,藤井八雲,0.0810,acceptable,
community-review-22-20260907,菜月昴,godie-e00r,初號機,0.0810,acceptable,
b2-rem,蕾姆,community-review-23-20260907,坂田銀時,0.0809,acceptable,
community-review-24-20260907,奇犽,community-review-32-20260907,阿薩謝爾,0.0809,acceptable,
godie-hvsh,Rider,godie-u01u,索隆,0.0809,acceptable,
community-review-20-20260907,御坂美琴,godie-hapm,Berserker,0.0808,acceptable,
godie-o00k,皮卡娘,godie-ogld,黑人牙膏,0.0808,acceptable,
b2-zenitsu,我妻善逸,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0807,acceptable,
community-review-13-20260907,朝田詩乃,godie-n00p,南野秀一,0.0805,acceptable,
godie-h01u,呂布奉先,godie-hvwd,桔梗,0.0804,acceptable,
b2-kumoko,蜘蛛子,community-review-15-20260907,比利海靈頓,0.0803,acceptable,
b2-maple,梅普露,godie-u00h,鬼畜狂刀KYO,0.0803,acceptable,
community-review-08-20260907,米卡莎,godie-o00k,皮卡娘,0.0803,acceptable,
community-review-27-20260907,庫洛魔法使,godie-e002,Saber,0.0803,acceptable,
godie-emfr,涅吉,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0802,acceptable,
godie-h01n,黑崎一護,godie-h020,莉娜因巴斯,0.0802,acceptable,
godie-e007,天地志狼,godie-orkn,臭作,0.0801,acceptable,
b2-rem,蕾姆,godie-hart,克勞德,0.0799,acceptable,
b2-sinbad,辛巴達,godie-o02p,初音,0.0798,acceptable,
godie-e00r,初號機,godie-h01n,黑崎一護,0.0798,acceptable,
godie-h020,莉娜因巴斯,godie-hart,克勞德,0.0798,acceptable,
community-review-24-20260907,奇犽,community-review-37-20260907,吉伊卡哇,0.0797,acceptable,
b2-haga,羽賀,godie-e002,Saber,0.0796,acceptable,
community-review-15-20260907,比利海靈頓,godie-u00n,蒙其.D.魯夫,0.0795,acceptable,
community-review-25-20260907,一拳超人,community-review-37-20260907,吉伊卡哇,0.0794,acceptable,
b2-guts,凱茲,community-review-05-20260907,洛克人,0.0793,acceptable,
b2-zenitsu,我妻善逸,godie-n00b,哆拉A夢,0.0793,acceptable,
community-review-12-20260907,衛宮士郎,community-review-37-20260907,吉伊卡哇,0.0792,acceptable,
godie-emfr,涅吉,godie-huth,魔人普烏,0.0792,acceptable,
community-review-01-20260907,武藤遊戲,godie-h00l,林克,0.0791,acceptable,
community-review-22-20260907,菜月昴,godie-o00x,悟空,0.0791,acceptable,
community-review-25-20260907,一拳超人,godie-efur,揍敵客大家長－揍敵客桀諾,0.0790,acceptable,
godie-o00k,皮卡娘,godie-ubal,巴恩大魔王,0.0790,acceptable,
community-review-01-20260907,武藤遊戲,godie-etyr,木乃香,0.0789,acceptable,
community-review-13-20260907,朝田詩乃,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0788,acceptable,
godie-e001,龍宮禮奈,godie-h00l,林克,0.0787,acceptable,
community-review-04-20260907,空條承太郎,community-review-34-20260907,高速婆婆,0.0786,acceptable,
community-review-27-20260907,庫洛魔法使,godie-n00p,南野秀一,0.0786,acceptable,
community-review-30-20260907,尼古貓貓,godie-emns,夜神月,0.0786,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-hvsh,Rider,0.0786,acceptable,
b2-rem,蕾姆,godie-h01u,呂布奉先,0.0785,acceptable,
b2-zenitsu,我妻善逸,godie-h02r,妙蛙花,0.0785,acceptable,
b2-haga,羽賀,b2-maple,梅普露,0.0784,acceptable,
godie-e008,夏娜,godie-orkn,臭作,0.0784,acceptable,
godie-ubal,巴恩大魔王,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0784,acceptable,
godie-e00k,安云,godie-n00p,南野秀一,0.0783,acceptable,
b2-matthias,馬提亞斯,godie-hpal,藤井八雲,0.0782,acceptable,
b2-rem,蕾姆,community-review-19-20260907,桐谷和人,0.0782,acceptable,
community-review-37-20260907,吉伊卡哇,godie-hart,克勞德,0.0780,acceptable,
godie-n00p,南野秀一,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0778,acceptable,
godie-e002,Saber,godie-hblm,慈悲的王者－賈修貝爾,0.0777,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-huth,魔人普烏,0.0774,acceptable,
community-review-19-20260907,桐谷和人,godie-h02r,妙蛙花,0.0774,acceptable,
b2-goblin,哥布林殺手,godie-u010,飛影,0.0773,acceptable,
godie-efur,揍敵客大家長－揍敵客桀諾,godie-emfr,涅吉,0.0773,acceptable,
b2-rem,蕾姆,godie-edem,宇智波佐助,0.0772,acceptable,
community-review-24-20260907,奇犽,godie-o00l,傑洛士,0.0772,acceptable,
godie-h02r,妙蛙花,godie-h02u,草泥馬,0.0772,acceptable,
community-review-25-20260907,一拳超人,godie-n01c,勇者小呆,0.0771,acceptable,
godie-n00b,哆拉A夢,godie-u01u,索隆,0.0770,acceptable,
community-review-22-20260907,菜月昴,godie-etyr,木乃香,0.0769,acceptable,
godie-e00r,初號機,godie-o00k,皮卡娘,0.0769,acceptable,
b2-bojji,波吉,godie-u00n,蒙其.D.魯夫,0.0767,acceptable,
community-review-14-20260907,殺老師,community-review-30-20260907,尼古貓貓,0.0767,acceptable,
godie-hpal,藤井八雲,godie-ogld,黑人牙膏,0.0766,acceptable,
b2-rin,遠坂凜,godie-u01u,索隆,0.0765,acceptable,
b2-haga,羽賀,community-review-32-20260907,阿薩謝爾,0.0764,acceptable,
godie-h02k,熊貓,godie-hvwd,桔梗,0.0764,acceptable,
b2-kumoko,蜘蛛子,community-review-37-20260907,吉伊卡哇,0.0763,acceptable,
community-review-04-20260907,空條承太郎,godie-h02r,妙蛙花,0.0762,acceptable,
community-review-20-20260907,御坂美琴,godie-h02u,草泥馬,0.0762,acceptable,
b2-rem,蕾姆,godie-h02u,草泥馬,0.0761,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-ogld,黑人牙膏,0.0761,acceptable,
godie-hpal,藤井八雲,godie-huth,魔人普烏,0.0760,acceptable,
godie-hvsh,Rider,godie-u00h,鬼畜狂刀KYO,0.0760,acceptable,
godie-n00p,南野秀一,godie-u00v,基廉列克,0.0760,acceptable,
b2-kumoko,蜘蛛子,b2-zenitsu,我妻善逸,0.0759,acceptable,
godie-emns,夜神月,godie-u00h,鬼畜狂刀KYO,0.0758,acceptable,
b2-bojji,波吉,community-review-24-20260907,奇犽,0.0757,acceptable,
godie-osam,殺生丸,godie-udea,飛鼠先生,0.0757,acceptable,
b2-haga,羽賀,community-review-30-20260907,尼古貓貓,0.0756,acceptable,
b2-takopi,章魚嗶,godie-u010,飛影,0.0756,acceptable,
community-review-33-20260907,近衛刀太,godie-huth,魔人普烏,0.0755,acceptable,
godie-edem,宇智波佐助,godie-ogld,黑人牙膏,0.0755,acceptable,
b2-uncle,異世界舅舅,community-review-13-20260907,朝田詩乃,0.0754,acceptable,
godie-h02r,妙蛙花,godie-n003,依文潔琳,0.0753,acceptable,
community-review-03-20260907,不知火舞,godie-u00v,基廉列克,0.0752,acceptable,
community-review-15-20260907,比利海靈頓,godie-h00l,林克,0.0752,acceptable,
community-review-02-20260907,八神庵,community-review-32-20260907,阿薩謝爾,0.0751,acceptable,
b2-rin,遠坂凜,b2-takopi,章魚嗶,0.0750,acceptable,
community-review-20-20260907,御坂美琴,godie-h01u,呂布奉先,0.0750,acceptable,
community-review-20-20260907,御坂美琴,godie-u00j,賽菲洛斯,0.0750,acceptable,
godie-e00k,安云,godie-u00l,拳四郎,0.0750,acceptable,
community-review-04-20260907,空條承太郎,godie-zombiex,聖杯黑泥醬－喪標麥可,0.0749,acceptable,
godie-edem,宇智波佐助,godie-o00l,傑洛士,0.0748,acceptable,
godie-hpal,藤井八雲,godie-ofar,皮卡丘,0.0748,acceptable,
b2-orphen,歐菲,community-review-33-20260907,近衛刀太,0.0747,acceptable,
b2-orphen,歐菲,community-review-22-20260907,菜月昴,0.0745,acceptable,
b2-rin,遠坂凜,godie-ofar,皮卡丘,0.0745,acceptable,
community-review-12-20260907,衛宮士郎,community-review-32-20260907,阿薩謝爾,0.0745,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-hpal,藤井八雲,0.0743,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-osam,殺生丸,0.0743,acceptable,
godie-hpal,藤井八雲,godie-udea,飛鼠先生,0.0743,acceptable,
b2-goblin,哥布林殺手,godie-e002,Saber,0.0741,acceptable,
community-review-03-20260907,不知火舞,godie-nplh,麻倉葉,0.0741,acceptable,
godie-o02p,初音,godie-u00h,鬼畜狂刀KYO,0.0740,acceptable,
b2-luckyman,幸運超人,godie-o00x,悟空,0.0739,acceptable,
community-review-05-20260907,洛克人,godie-e007,天地志狼,0.0739,acceptable,
community-review-33-20260907,近衛刀太,community-review-34-20260907,高速婆婆,0.0739,acceptable,
community-review-03-20260907,不知火舞,godie-o00l,傑洛士,0.0738,acceptable,
community-review-12-20260907,衛宮士郎,community-review-15-20260907,比利海靈頓,0.0738,acceptable,
community-review-24-20260907,奇犽,godie-u010,飛影,0.0738,acceptable,
community-review-03-20260907,不知火舞,community-review-08-20260907,米卡莎,0.0736,acceptable,
godie-n00p,南野秀一,godie-o00k,皮卡娘,0.0736,acceptable,
